Scheme Code;Scheme Name;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Repurchase Price;Sale Price;Date
130858;Nippon India Japan Equity Fund- Growth Plan- Bonus Option;INF204KA1SJ9;;24.9108;;;01-Apr-2026
130863;Nippon India Japan Equity Fund- Growth Plan- Growth Option;INF204KA1SH3;;24.9108;;;01-Apr-2026
153693;Nippon India MNC Fund- Direct Plan- Growth Option;INF204KC1FR7;;9.6477;;;01-Apr-2026
153690;Nippon India MNC Fund- Direct Plan-IDCW Payout;INF204KC1FS5;INF204KC1FT3;9.6477;;;01-Apr-2026
153692;Nippon India MNC Fund- Regular Plan- IDCW Payout;INF204KC1FP1;INF204KC1FQ9;4.9992;;;01-Apr-2026
153691;Nippon India MNC Fund- Regular Plan-Growth Option;INF204KC1FO4;;9.5603;;;01-Apr-2026
118756;NIPPON INDIA PHARMA FUND - DIRECT Plan - IDCW Option;INF204K01I35;INF204K01I43;149.7062;;;01-Apr-2026
118758;Nippon India Pharma Fund - Direct Plan Growth Plan - Bonus Option;INF204K01I27;;547.0158;;;01-Apr-2026
118759;Nippon India Pharma Fund - Direct Plan Growth Plan - Growth Option;INF204K01I50;;547.0158;;;01-Apr-2026
102433;NIPPON INDIA PHARMA FUND - IDCW Option;INF204K01935;INF204K01943;57.6833;;;01-Apr-2026
102432;Nippon India Pharma Fund-Growth Plan-Bonus Option;INF204K01950;;487.9990;;;01-Apr-2026
102431;Nippon India Pharma Fund-Growth Plan-Growth Option;INF204K01968;;487.9990;;;01-Apr-2026
118760;NIPPON INDIA POWER & INFRA FUND - DIRECT Plan - IDCW Option;INF204K01I76;INF204K01I84;66.1886;;;01-Apr-2026
118762;Nippon India Power & Infra Fund - Direct Plan Growth Plan - Bonus Option;INF204K01I68;;361.0901;;;01-Apr-2026
118763;Nippon India Power & Infra Fund - Direct Plan Growth Plan - Growth Option;INF204K01I92;;361.0901;;;01-Apr-2026
101264;NIPPON INDIA POWER & INFRA FUND - IDCW Option;INF204K01AB6;INF204K01AC4;34.4358;;;01-Apr-2026
101262;Nippon India Power & Infra Fund-Growth Plan -Growth Option;INF204K01AE0;;331.4948;;;01-Apr-2026
101263;Nippon India Power & Infra Fund-Growth Plan-Bonus Option;INF204K01AD2;;331.4948;;;01-Apr-2026
118767;NIPPON INDIA QUANT FUND - DIRECT Plan - IDCW Option;INF204K01J18;INF204K01J26;42.0605;;;01-Apr-2026
118770;Nippon India Quant Fund - Direct Plan Growth Plan - Bonus Option;INF204K01J00;;73.3205;;;01-Apr-2026
118769;Nippon India Quant Fund - Direct Plan Growth Plan - Growth Option;INF204K01J34;;73.3205;;;01-Apr-2026
108252;NIPPON INDIA QUANT FUND - IDCW Option;INF204K01745;INF204K01752;27.3249;;;01-Apr-2026
108249;Nippon India Quant Fund -Growth Plan - Growth Option;INF204K01760;;67.4595;;;01-Apr-2026
108258;Nippon India Quant Fund -Growth Plan -Bonus Option;INF204K01737;;67.4595;;;01-Apr-2026
149329;Nippon India Taiwan Equity Fund- Direct Plan- Growth Option;INF204KC1303;;27.2849;;;01-Apr-2026
149327;Nippon India Taiwan Equity Fund- Direct Plan- IDCW option;INF204KC1311;INF204KC1329;27.2849;;;01-Apr-2026
149328;Nippon India Taiwan Equity fund- Regular Plan- Growth Option;INF204KC1279;;25.6233;;;01-Apr-2026
149325;Nippon India Taiwan Equity Fund- Regular Plan- IDCW option;INF204KC1287;INF204KC1295;25.6233;;;01-Apr-2026

PGIM India Mutual Fund
153039;PGIM India Healthcare Fund - Direct Plan - Growth Option;INF663L01Z45;;9.78;;;01-Apr-2026
153037;PGIM India Healthcare Fund - Direct Plan - IDCW Option;INF663L01Z60;INF663L01Z78;9.78;;;01-Apr-2026
153040;PGIM India Healthcare Fund - Regular Plan - Growth Option;INF663L01Z52;;9.57;;;01-Apr-2026
153038;PGIM India Healthcare Fund - Regular Plan - IDCW Option;INF663L01Z86;INF663L01Z94;9.57;;;01-Apr-2026

quant Mutual Fund
151791;quant BFSI Fund - Growth Option - Direct Plan;INF966L01BX0;;17.9201;;;01-Apr-2026
151788;quant BFSI Fund - Growth Option - Regular Plan;INF966L01CA6;;17.1347;;;01-Apr-2026
151790;quant BFSI Fund - IDCW Option - Direct Plan;INF966L01BY8;INF966L01BZ5;17.9403;;;01-Apr-2026
151789;quant BFSI Fund - IDCW Option - Regular Plan;INF966L01CB4;INF966L01CC2;17.1334;;;01-Apr-2026
151757;quant Business Cycle Fund - Growth Option - Direct Plan;INF966L01BR2;;14.3681;;;01-Apr-2026
151758;quant Business Cycle Fund - Growth Option - Regular Plan;INF966L01BU6;;13.7492;;;01-Apr-2026
151759;quant Business Cycle Fund - IDCW Option - Direct Plan;INF966L01BS0;INF966L01BT8;14.3576;;;01-Apr-2026
151760;quant Business Cycle Fund - IDCW Option - Regular Plan;INF966L01BV4;INF966L01BW2;13.7624;;;01-Apr-2026
152255;quant Commodities Fund - Growth Option - Direct Plan;INF966L01DF3;;12.5167;;;01-Apr-2026
152256;quant Commodities Fund - Growth Option - Regular Plan;INF966L01DC0;;12.0968;;;01-Apr-2026
152257;quant Commodities Fund - IDCW Option - Direct Plan;INF966L01DG1;INF966L01DH9;12.5129;;;01-Apr-2026
152258;quant Commodities Fund - IDCW Option - Regular Plan;INF966L01DD8;INF966L01DE6;12.0949;;;01-Apr-2026
152336;quant Consumption Fund - Growth Option - Direct Plan;INF966L01DN7;;8.6775;;;01-Apr-2026
152338;quant Consumption Fund - Growth Option - Regular Plan;INF966L01DI7;;8.3888;;;01-Apr-2026
152339;quant Consumption Fund - IDCW Option - Direct Plan;INF966L01DO5;INF966L01DP2;8.6816;;;01-Apr-2026
152337;quant Consumption Fund - IDCW Option - Regular Plan;INF966L01DL1;INF966L01DM9;8.3921;;;01-Apr-2026
148564;quant ESG Integration Strategy Fund - Growth Option - Direct Plan;INF966L01AD4;;31.8334;;;01-Apr-2026
148560;quant ESG Integration Strategy Fund - Growth Option - Regular Plan;INF966L01AB8;;29.2851;;;01-Apr-2026
148563;quant ESG Integration Strategy Fund - IDCW Option - Direct Plan;INF966L01AE2;INF966L01AG7;31.7937;;;01-Apr-2026
148561;quant ESG Integration Strategy Fund - IDCW Option - Regular Plan;INF966L01AC6;INF966L01AF9;29.1429;;;01-Apr-2026
151853;quant Healthcare Fund - Growth Option - Direct Plan;INF966L01CD0;;15.0967;;;01-Apr-2026
151855;quant Healthcare Fund - Growth Option - Regular Plan;INF966L01CG3;;14.4438;;;01-Apr-2026
151854;quant Healthcare Fund - IDCW Option - Direct Plan;INF966L01CE8;INF966L01CF5;15.0953;;;01-Apr-2026
151856;quant Healthcare Fund - IDCW Option - Regular Plan;INF966L01CH1;INF966L01CI9;14.443;;;01-Apr-2026
106170;quant Infrastructure Fund - Growth Option;INF966L01523;;32.8752;;;01-Apr-2026
120833;quant Infrastructure Fund - Growth Option-Direct Plan;INF966L01721;;36.3858;;;01-Apr-2026
120832;quant Infrastructure Fund - IDCW Option - Direct Plan;INF966L01705;INF966L01713;36.3568;;;01-Apr-2026
106169;quant Infrastructure Fund - IDCW Option - Regular Plan;INF966L01507;INF966L01515;32.8011;;;01-Apr-2026
151916;quant Manufacturing Fund - Growth Option - Direct Plan;INF966L01CJ7;;13.2357;;;01-Apr-2026
151913;quant Manufacturing Fund - Growth Option - Regular Plan;INF966L01CN9;;12.7116;;;01-Apr-2026
151914;quant Manufacturing Fund - IDCW Option - Direct Plan;INF966L01CK5;INF966L01CL3;13.2324;;;01-Apr-2026
151915;quant Manufacturing Fund - IDCW Option - Regular Plan;INF966L01CO7;INF966L01CP4;12.8086;;;01-Apr-2026
152189;quant Momentum Fund - Growth Option - Direct Plan;INF966L01CZ3;;13.1607;;;01-Apr-2026
152190;quant Momentum Fund - Growth Option - Regular Plan;INF966L01CW0;;12.7661;;;01-Apr-2026
152192;quant Momentum Fund - IDCW Option - Direct Plan;INF966L01DA4;INF966L01DB2;13.1476;;;01-Apr-2026
152191;quant Momentum Fund - IDCW Option - Regular Plan;INF966L01CX8;INF966L01CY6;12.7257;;;01-Apr-2026
152415;quant PSU Fund - Growth Option - Direct Plan;INF966L01DT4;;9.4506;;;01-Apr-2026
152413;quant PSU Fund - Growth Option - Regular Plan;INF966L01DQ0;;9.1725;;;01-Apr-2026
152416;quant PSU Fund - IDCW Option - Direct Plan;INF966L01DU2;INF966L01DV0;9.4563;;;01-Apr-2026
152414;quant PSU Fund - IDCW Option - Regular Plan;INF966L01DR8;INF966L01DS6;9.1722;;;01-Apr-2026
148925;quant Quantamental Fund - Growth Option - Direct Plan;INF966L01AK9;;22.7387;;;01-Apr-2026
148923;quant Quantamental Fund - Growth Option - Regular Plan;INF966L01AH5;;21.0912;;;01-Apr-2026
148924;quant Quantamental Fund - IDCW Option - Direct Plan;INF966L01AL7;INF966L01AM5;22.864;;;01-Apr-2026
148922;quant Quantamental Fund - IDCW Option - Regular Plan;INF966L01AI3;INF966L01AJ1;21.1157;;;01-Apr-2026
152067;quant Teck Fund - Growth Option - Direct Plan;INF966L01CT6;;8.6481;;;01-Apr-2026
152070;quant Teck Fund - Growth Option - Regular Plan;INF966L01CQ2;;8.3036;;;01-Apr-2026
152068;quant Teck Fund - IDCW Option - Direct Plan;INF966L01CU4;INF966L01CV2;8.6436;;;01-Apr-2026
152069;quant Teck Fund - IDCW Option - Regular Plan;INF966L01CR0;INF966L01CS8;8.3048;;;01-Apr-2026

Quantum Mutual Fund
147372;QUANTUM ESG BEST IN CLASS STRATEGY FUND - DIRECT PLAN - GROWTH OPTION;INF082J01382;;22.16;;;01-Apr-2026
147371;QUANTUM ESG BEST IN CLASS STRATEGY FUND - REGULAR PLAN - GROWTH OPTION;INF082J01390;;20.79;;;01-Apr-2026
153094;Quantum Ethical Fund - Direct Plan Growth Option;INF082J01473;;8.86;;;01-Apr-2026
153095;Quantum Ethical Fund - Regular Plan Growth Option;INF082J01481;;8.70;;;01-Apr-2026

Shriram Mutual Fund
153076;Shriram Multi Sector Rotation Fund - Direct Plan Growth Option;INF680P01455;;7.298;;;01-Apr-2026
153077;Shriram Multi Sector Rotation Fund - Regular Plan Growth Option;INF680P01463;;7.1374;;;01-Apr-2026

Sundaram Mutual Fund
152677;Sundaram Business Cycle Fund Direct Plan Growth;INF903JA1LQ6;;9.5252;;;01-Apr-2026
152676;Sundaram Business Cycle Fund Direct Plan IDCW Payout;INF903JA1LR4;;9.5252;;;01-Apr-2026
152673;Sundaram Business Cycle Fund Direct Plan IDCW Reinvestment;;INF903JA1LS2;9.5252;;;01-Apr-2026
152678;Sundaram Business Cycle Fund Regular Plan Growth;INF903JA1LN3;;9.2638;;;01-Apr-2026
152674;Sundaram Business Cycle Fund Regular Plan IDCW Payout;INF903JA1LO1;;9.2638;;;01-Apr-2026
152675;Sundaram Business Cycle Fund Regular Plan IDCW Reinvestment;;INF903JA1LP8;9.2638;;;01-Apr-2026
119595;Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Direct Plan - Growth);INF903J01NH5;;91.2185;;;01-Apr-2026
103743;Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW);INF903J01546;INF903J01553;23.2683;;;01-Apr-2026
119594;Sundaram Consumption Fund (Formerly Known asSundaram Rural and Consumption Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW);INF903J01NF9;INF903J01NG7;26.1164;;;01-Apr-2026
102142;Sundaram Consumption Fund(Formerly Known as Sundaram Rural and Consumption Fund Regular Plan - Growth);INF903J01561;;82.6846;;;01-Apr-2026
119597;Sundaram Financial Services Opportunities Fund Direct Plan - Growth;INF903J01NB8;;109.1565;;;01-Apr-2026
119596;Sundaram Financial Services Opportunities Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW);INF903J01MZ9;INF903J01NA0;32.1168;;;01-Apr-2026
109059;Sundaram Financial Services Opportunities Fund Regular Plan - Growth;INF903J01629;;95.8431;;;01-Apr-2026
109058;Sundaram Financial Services Opportunities Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW);INF903J01603;INF903J01611;27.7184;;;01-Apr-2026
129212;Sundaram Infrastructure Advantage Fund Direct Plan - Growth;INF903J01F92;;98.4347;;;01-Apr-2026
129211;Sundaram Infrastructure Advantage Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW);INF903J01G00;INF903J01G18;56.6759;;;01-Apr-2026
129213;Sundaram Infrastructure Advantage Fund Regular Plan - Growth;INF903J01F68;;91.7223;;;01-Apr-2026
129210;Sundaram Infrastructure Advantage Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW);INF903J01F76;INF903J01F84;52.5285;;;01-Apr-2026
153669;Sundaram Multi-Factor Fund - Direct - Growth;INF903JA1LV6;;9.3458;;;01-Apr-2026
153670;Sundaram Multi-Factor Fund - Direct - IDCW Payout;INF903JA1LU8;;9.3458;;;01-Apr-2026
153666;Sundaram Multi-Factor Fund - Direct - IDCW Reinvestment;;INF903JA1LT0;9.3458;;;01-Apr-2026
153667;Sundaram Multi-Factor Fund - Regular - Growth;INF903JA1LY0;;9.2396;;;01-Apr-2026
153671;Sundaram Multi-Factor Fund - Regular - IDCW Payout;INF903JA1LX2;;9.2396;;;01-Apr-2026
153668;Sundaram Multi-Factor Fund - Regular - IDCW Reinvestment;;INF903JA1LW4;9.2396;;;01-Apr-2026

Taurus Mutual Fund
118868;Taurus Banking & Financial Services Fund - Direct Plan - Growth;INF044D01CN2;;55.10;;;01-Apr-2026
118869;Taurus Banking & Financial Services Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;INF044D01CO0;INF044D01CP7;54.46;;;01-Apr-2026
117312;Taurus Banking & Financial Services Fund - Regular Plan - Growth;INF044D01BI4;;49.04;;;01-Apr-2026
117313;Taurus Banking & Financial Services Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;INF044D01BJ2;INF044D01BK0;43.90;;;01-Apr-2026
111903;Taurus Ethical Fund -  Regular Plan - Bonus Option;INF044D01823;;116.21;;;01-Apr-2026
118876;Taurus Ethical Fund - Direct Plan - Growth;INF044D01CJ0;;132.25;;;01-Apr-2026
118877;Taurus Ethical Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;INF044D01CK8;INF044D01CL6;88.77;;;01-Apr-2026
111787;Taurus Ethical Fund - Regular Plan - Growth;INF044D01864;;116.23;;;01-Apr-2026
111788;Taurus Ethical Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;INF044D01831;INF044D01849;78.57;;;01-Apr-2026
118878;Taurus Ethical Fund-Direct Plan-Bonus Option #;INF044D01CM4;;43.34;;;01-Apr-2026
118879;Taurus Infrastructure Fund - Direct Plan - Growth ;INF044D01CD3;;63.95;;;01-Apr-2026
118880;Taurus Infrastructure Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;INF044D01CE1;INF044D01CF8;59.56;;;01-Apr-2026
105417;Taurus Infrastructure Fund - Regular Plan - Growth;INF044D01906;;59.35;;;01-Apr-2026
105418;Taurus Infrastructure Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;INF044D01872;INF044D01880;55.75;;;01-Apr-2026

The Wealth Company Mutual Fund
153895;THE WEALTH COMPANY ETHICAL FUND DIRECT GROWTH;INF2F0001214;;8.83;;;01-Apr-2026
153898;THE WEALTH COMPANY ETHICAL FUND DIRECT IDCW;INF2F0001206;INF2F0001198;8.8305;;;01-Apr-2026
153897;THE WEALTH COMPANY ETHICAL FUND REGULAR GROWTH;INF2F0001248;;8.7706;;;01-Apr-2026
153896;THE WEALTH COMPANY ETHICAL FUND REGULAR IDCW;INF2F0001230;INF2F0001222;8.7703;;;01-Apr-2026

WhiteOak Capital Mutual Fund
152321;WhiteOak Capital Banking & Financial Services Fund - Direct Growth;INF03VN01860;;11.802;;;01-Apr-2026
152322;WhiteOak Capital Banking & Financial Services Fund - Regular Growth;INF03VN01852;;11.374;;;01-Apr-2026
154161;WhiteOak Capital Consumption Opportunities Fund Direct Plan Growth;INF03VN01AD3;;8.838;;;01-Apr-2026
154162;WhiteOak Capital Consumption Opportunities Fund Regular Plan Growth;INF03VN01AE1;;8.818;;;01-Apr-2026
152915;WhiteOak Capital Digital Bharat Fund Direct Plan Growth;INF03VN01936;;8.613;;;01-Apr-2026
152914;WhiteOak Capital Digital Bharat Fund Regular Plan Growth;INF03VN01944;;8.395;;;01-Apr-2026
152962;WhiteOak Capital ESG Best-In-Class Strategy Fund Direct Plan Growth;INF03VN01951;;9.275;;;01-Apr-2026
152963;WhiteOak Capital ESG Best-In-Class Strategy Fund Regular Plan Growth;INF03VN01969;;9.048;;;01-Apr-2026
152349;WhiteOak Capital Pharma and Heathcare Fund Direct Plan Growth;INF03VN01886;;13.860;;;01-Apr-2026
152348;WhiteOak Capital Pharma and Heathcare Fund Regular Plan Growth;INF03VN01878;;13.350;;;01-Apr-2026
153189;WhiteOak Capital Quality Equity Fund Direct Plan Growth;INF03VN01977;;9.315;;;01-Apr-2026
153190;WhiteOak Capital Quality Equity Fund Regular Plan Growth;INF03VN01985;;9.130;;;01-Apr-2026
152644;WhiteOak Capital Special Opportunities Fund - Direct Growth;INF03VN01902;;12.161;;;01-Apr-2026
152643;WhiteOak Capital Special Opportunities Fund - Regular Growth;INF03VN01894;;11.757;;;01-Apr-2026

Open Ended Schemes ( Equity Scheme - ELSS )


360 ONE Mutual Fund
151165;360 ONE ELSS Tax Saver Nifty 50 Index Fund - Direct Plan - Growth;INF579M01AN2;;12.8244;;;01-Apr-2026
151166;360 ONE ELSS Tax Saver Nifty 50 Index Fund - Direct Plan - IDCW Payout;INF579M01AO0;;12.8244;;;01-Apr-2026
151164;360 ONE ELSS Tax Saver Nifty 50 Index Fund - Regular Plan - Growth;INF579M01AL6;;12.7203;;;01-Apr-2026
151167;360 ONE ELSS Tax Saver Nifty 50 Index Fund - Regular Plan - IDCW Payout;INF579M01AM4;;12.7203;;;01-Apr-2026

Aditya Birla Sun Life Mutual Fund
119544;Aditya Birla Sun Life ELSS Tax Saver Fund - Growth - Direct Plan;INF209K01UN8;;62.34;;;01-Apr-2026
107745;Aditya Birla Sun Life ELSS Tax Saver Fund - Growth Option;INF209K01108;;55.58;;;01-Apr-2026
119543;Aditya Birla Sun Life ELSS Tax Saver Fund-DIRECT - IDCW;INF209K01P23;INF209K01UM0;391.8;;;01-Apr-2026
103164;Aditya Birla Sun Life ELSS Tax Saver Fund-Regular - IDCW;INF209K01090;INF209K01CB1;170.51;;;01-Apr-2026

Bajaj Finserv Mutual Fund
153201;BAJAJ FINSERV ELSS TAX SAVER FUND - DIRECT - GROWTH;INF0QA701AK0;;10.401;;;01-Apr-2026
153203;BAJAJ FINSERV ELSS TAX SAVER FUND - DIRECT - IDCW;INF0QA701AL8;;10.401;;;01-Apr-2026
153202;BAJAJ FINSERV ELSS TAX SAVER FUND - REGULAR - GROWTH;INF0QA701AI4;;10.188;;;01-Apr-2026
153200;BAJAJ FINSERV ELSS TAX SAVER FUND - REGULAR - IDCW;INF0QA701AJ2;;10.188;;;01-Apr-2026

Bank of India Mutual Fund
119351;BANK OF INDIA ELSS Tax Saver -Direct Plan- Growth;INF761K01884;;174.91;;;01-Apr-2026
119352;BANK OF INDIA ELSS Tax Saver -Direct Plan-IDCW;INF761K01876;INF761K01868;69.85;;;01-Apr-2026
111709;BANK OF INDIA ELSS Tax Saver -ECO Plan-Growth;INF761K01157;;161.37;;;01-Apr-2026
111711;BANK OF INDIA ELSS Tax Saver -ECO Plan-IDCW;INF761K01132;INF761K01140;26.78;;;01-Apr-2026
111710;BANK OF INDIA ELSS Tax Saver -Regular Plan- Growth;INF761K01181;;148.93;;;01-Apr-2026
111708;BANK OF INDIA ELSS Tax Saver -Regular Plan-IDCW;INF761K01165;INF761K01173;28.69;;;01-Apr-2026

Canara Robeco Mutual Fund
118285;CANARA ROBECO ELSS TAX SAVER - DIRECT PLAN - GROWTH OPTION;INF760K01EL8;;180.9700;;;01-Apr-2026
118286;CANARA ROBECO ELSS TAX SAVER - DIRECT PLAN - IDCW (Payout);INF760K01EJ2;INF760K01EK0;70.1700;;;01-Apr-2026
111722;CANARA ROBECO ELSS TAX SAVER - REGULAR PLAN - GROWTH OPTION;INF760K01100;;160.6700;;;01-Apr-2026
100593;CANARA ROBECO ELSS TAX SAVER - REGULAR PLAN -IDCW (Payout);INF760K01084;INF760K01092;42.9700;;;01-Apr-2026

Groww Mutual Fund
141807;Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Direct Plan- Dividend Option;INF666M01DL5;;19.93;;;01-Apr-2026
141808;Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Direct Plan- Growth Option;INF666M01DK7;;19.96;;;01-Apr-2026
141810;Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option (Payout);INF666M01DO9;;17.42;;;01-Apr-2026
141862;Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)-Regular Plan-Growth Option;INF666M01DN1;;17.42;;;01-Apr-2026

HSBC Mutual Fund
151078;HSBC ELSS Tax saver Fund - Direct Growth;INF917K01GP0;;134.4349;;;01-Apr-2026
151079;HSBC ELSS Tax saver Fund - Direct IDCW Payout;INF917K01GO3;;34.7886;;;01-Apr-2026
151076;HSBC ELSS Tax saver Fund - Regular Growth;INF677K01064;;122.7024;;;01-Apr-2026
151077;HSBC ELSS Tax saver Fund - Regular IDCW Payout;INF677K01072;;23.6348;;;01-Apr-2026

JM Financial Mutual Fund
120494;JM ELSS Tax Saver Fund (Direct) - Growth Option;INF192K01CE3;;49.6475;;;01-Apr-2026
120493;JM ELSS Tax Saver Fund (Direct) - IDCW;INF192K01CD5;;48.4234;;;01-Apr-2026
107288;JM ELSS Tax Saver Fund (Regular) - Growth option;INF192K01650;;43.068;;;01-Apr-2026
107287;JM ELSS Tax Saver Fund (Regular) - IDCW;INF192K01643;;43.0673;;;01-Apr-2026

Kotak Mahindra Mutual Fund
103339;Kotak ELSS Tax Saver Fund-Growth;INF174K01369;;104.15;;;01-Apr-2026
119773;Kotak ELSS Tax Saver Fund-Growth - Direct;INF174K01LI3;;122.975;;;01-Apr-2026
103338;Kotak ELSS Tax Saver Fund-Payout of Income Distribution cum capital withdrawal option;INF174K01385;;38.978;;;01-Apr-2026
119772;Kotak ELSS Tax Saver Fund-Payout of Income Distribution cum capital withdrawal option - Direct;INF174K01LJ1;;51.513;;;01-Apr-2026

Mahindra Manulife Mutual Fund
139781;Mahindra Manulife ELSS Tax Saver Fund - Direct Plan -Growth;INF174V01093;;30.2853;;;01-Apr-2026
139780;Mahindra Manulife ELSS Tax Saver Fund - Regular Plan - IDCW;INF174V01085;;15.1259;;;01-Apr-2026
139782;Mahindra Manulife ELSS Tax Saver Fund- Direct Plan - IDCW;INF174V01101;;19.0684;;;01-Apr-2026
139783;Mahindra Manulife ELSS Tax Saver Fund- Regular Plan - Growth;INF174V01077;;25.5448;;;01-Apr-2026

Nippon India Mutual Fund
133866;NIPPON INDIA ELSS TAX SAVER FUND - ANNUAL IDCW Option;INF204KA1E04;;12.6858;;;01-Apr-2026
133865;NIPPON INDIA ELSS TAX SAVER FUND - DIRECT Plan - ANNUAL IDCW Option;INF204KA1E12;;20.5246;;;01-Apr-2026
118801;NIPPON INDIA ELSS TAX SAVER FUND - DIRECT Plan - IDCW Option;INF204K01L30;INF204K01L48;41.5819;;;01-Apr-2026
118803;Nippon India ELSS Tax Saver Fund - Direct Plan Growth Plan - Growth Option;INF204K01L55;;131.3822;;;01-Apr-2026
103197;NIPPON INDIA ELSS TAX SAVER FUND - IDCW Option;INF204K01GL2;INF204K01GM0;21.0039;;;01-Apr-2026
