Scheme Code;Scheme Name;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Repurchase Price;Sale Price;Date
125596;Aditya Birla Sun Life Banking and Financial Services Fund - REGULAR - IDCW;INF209K010W9;INF209K012W5;20.43;;;01-Apr-2026
125595;Aditya Birla Sun Life Banking and Financial Services Fund - Regular Plan - Growth;INF209K011W7;;55.87;;;01-Apr-2026
153124;Aditya Birla Sun Life Conglomerate Fund-Direct Growth;INF209KC1373;;9.61;;;01-Apr-2026
153125;Aditya Birla Sun Life Conglomerate Fund-Direct IDCW Payout;INF209KC1381;;9.61;;;01-Apr-2026
153127;Aditya Birla Sun Life Conglomerate Fund-Regular Growth;INF209KC1399;;9.44;;;01-Apr-2026
153126;Aditya Birla Sun Life Conglomerate Fund-Regular IDCW Payout;INF209KC1407;;9.44;;;01-Apr-2026
119591;Aditya Birla Sun Life Consumption Fund - Growth - Direct Plan;INF209K01WC7;;215.93;;;01-Apr-2026
119590;Aditya Birla Sun Life Consumption Fund -DIRECT - IDCW;INF209K01Q63;;44.65;;;01-Apr-2026
103110;Aditya Birla Sun Life Consumption Fund -Regular - IDCW;INF209K01439;INF209K01CR7;34.95;;;01-Apr-2026
103111;Aditya Birla Sun Life Consumption Fund-Growth Option;INF209K01447;;187.43;;;01-Apr-2026
148640;Aditya Birla Sun Life ESG Integration Strategy Fund-Direct - Payout of IDCW;INF209KB1U84;INF209KB1U92;15.19;;;01-Apr-2026
148637;Aditya Birla Sun Life ESG Integration Strategy Fund-Direct Plan-Growth;INF209KB1U76;;17.43;;;01-Apr-2026
148636;Aditya Birla Sun Life ESG Integration Strategy Fund-Regular - Payout of IDCW;INF209KB1U50;INF209KB1U68;14.11;;;01-Apr-2026
148635;Aditya Birla Sun Life ESG Integration Strategy Fund-Regular Plan-Growth;INF209KB1U43;;16.19;;;01-Apr-2026
119515;Aditya Birla Sun Life Infrastructure Fund -  Direct - IDCW;INF209K01WG8;;41.43;;;01-Apr-2026
103475;Aditya Birla Sun Life Infrastructure Fund -  Regular - IDCW;INF209K01470;INF209K01CT3;24.46;;;01-Apr-2026
119514;Aditya Birla Sun Life Infrastructure Fund - Growth - Direct Plan;INF209K01WH6;;98.85;;;01-Apr-2026
103476;Aditya Birla Sun Life Infrastructure Fund-Growth;INF209K01504;;89.08;;;01-Apr-2026
133514;Aditya Birla Sun Life Manufacturing Equity Fund - Direct - IDCW;INF209KA1YL8;INF209KA1YM6;20.75;;;01-Apr-2026
133516;Aditya Birla Sun Life Manufacturing Equity Fund - Direct Plan - Growth;INF209KA1YK0;;35.07;;;01-Apr-2026
133515;Aditya Birla Sun Life Manufacturing Equity Fund - Regular - IDCW;INF209KA1YI4;INF209KA1YJ2;18.86;;;01-Apr-2026
133513;Aditya Birla Sun Life Manufacturing Equity Fund - Regular Plan - Growth;INF209KA1YH6;;31.67;;;01-Apr-2026
147410;Aditya Birla Sun Life Pharma and Healthcare Fund-Direct - Payout of IDCW;INF209KB1O33;INF209KB1O41;21.68;;;01-Apr-2026
147409;Aditya Birla Sun Life Pharma and Healthcare Fund-Direct-Growth;INF209KB1O25;;33.34;;;01-Apr-2026
147408;Aditya Birla Sun Life Pharma and Healthcare Fund-Regular - Payout of IDCW;INF209KB1O09;INF209KB1O17;19.87;;;01-Apr-2026
147407;Aditya Birla Sun Life Pharma and Healthcare Fund-Regular-Growth;INF209KB1N91;;30.09;;;01-Apr-2026
147845;Aditya Birla Sun Life PSU Equity Fund-Direct - Payout of IDCW;INF209KB1O90;;28.18;;;01-Apr-2026
147844;Aditya Birla Sun Life PSU Equity Fund-Direct Plan-Growth;INF209KB1O82;;37.11;;;01-Apr-2026
147847;Aditya Birla Sun Life PSU Equity Fund-Regular - Payout of IDCW;INF209KB1O74;;24.15;;;01-Apr-2026
147846;Aditya Birla Sun Life PSU Equity Fund-Regular Plan-Growth;INF209KB1O66;;33.67;;;01-Apr-2026
152684;Aditya Birla Sun Life Quant Fund - Direct Growth;INF209KC1118;;9.27;;;01-Apr-2026
152685;Aditya Birla Sun Life Quant Fund - Direct IDCW Payout;INF209KC1126;;9.26;;;01-Apr-2026
152686;Aditya Birla Sun Life Quant Fund - Regular Growth;INF209KC1092;;9.04;;;01-Apr-2026
152687;Aditya Birla Sun Life Quant Fund - Regular IDCW Payout;INF209KC1100;;9.03;;;01-Apr-2026
148540;Aditya Birla Sun Life Special Opportunities Fund-Direct - IDCW;INF209KB1T87;INF209KB1T95;19.94;;;01-Apr-2026
148539;Aditya Birla Sun Life Special Opportunities Fund-Direct-Growth;INF209KB1T79;;25.67;;;01-Apr-2026
148538;Aditya Birla Sun Life Special Opportunities Fund-Regular - IDCW;INF209KB1T53;INF209KB1T61;18.48;;;01-Apr-2026
148537;Aditya Birla Sun Life Special Opportunities Fund-Regular Plan-Growth;INF209KB1T46;;23.8;;;01-Apr-2026
152158;Aditya Birla Sun Life Transportation and Logistics Fund-Direct Growth;INF209KB15X7;;13.77;;;01-Apr-2026
152159;Aditya Birla Sun Life Transportation and Logistics Fund-Direct IDCW;INF209KB16X5;;13.76;;;01-Apr-2026
152161;Aditya Birla Sun Life Transportation and Logistics Fund-Regular Growth;INF209KB17X3;;13.3;;;01-Apr-2026
152160;Aditya Birla Sun Life Transportation and Logistics Fund-Regular IDCW;INF209KB18X1;;13.3;;;01-Apr-2026

Bajaj Finserv Mutual Fund
153937;Bajaj Finserv Banking and Financial Services Fund - Direct - Growth;INF0QA701BZ6;;8.880;;;01-Apr-2026
153938;Bajaj Finserv Banking and Financial Services Fund - Direct - IDCW;INF0QA701CA7;INF0QA701CB5;8.880;;;01-Apr-2026
153935;Bajaj Finserv Banking and Financial Services Fund - Regular - Growth;INF0QA701BW3;;8.829;;;01-Apr-2026
153936;Bajaj Finserv Banking and Financial Services Fund - Regular - IDCW;INF0QA701BX1;INF0QA701BY9;8.829;;;01-Apr-2026
153075;BAJAJ FINSERV CONSUMPTION FUND - DIRECT - GROWTH;INF0QA701946;;8.257;;;01-Apr-2026
153074;BAJAJ FINSERV CONSUMPTION FUND - DIRECT - IDCW;INF0QA701953;INF0QA701961;8.257;;;01-Apr-2026
153072;BAJAJ FINSERV CONSUMPTION FUND - REGULAR - GROWTH;INF0QA701979;;8.078;;;01-Apr-2026
153073;BAJAJ FINSERV CONSUMPTION FUND - REGULAR - IDCW;INF0QA701920;INF0QA701938;8.078;;;01-Apr-2026
153157;BAJAJ FINSERV HEALTHCARE FUND - DIRECT - GROWTH;INF0QA701AB9;;9.303;;;01-Apr-2026
153156;BAJAJ FINSERV HEALTHCARE FUND - DIRECT - IDCW;INF0QA701AC7;INF0QA701AD5;9.303;;;01-Apr-2026
153155;BAJAJ FINSERV HEALTHCARE FUND - REGULAR - GROWTH;INF0QA701987;;9.107;;;01-Apr-2026
153158;BAJAJ FINSERV HEALTHCARE FUND - REGULAR - IDCW;INF0QA701995;INF0QA701AA1;9.107;;;01-Apr-2026

Bank of India Mutual Fund
154093;Bank of India Banking & Financial Services Fund - Direct Plan - Growth;INF761K01HE4;;8.99;;;01-Apr-2026
154094;Bank of India Banking & Financial Services Fund - Direct Plan - IDCW;INF761K01HF1;INF761K01HG9;8.99;;;01-Apr-2026
154095;Bank of India Banking & Financial Services Fund - Regular Plan - Growth;INF761K01HH7;;8.97;;;01-Apr-2026
154096;Bank of India Banking & Financial Services Fund - Regular Plan - IDCW;INF761K01HI5;INF761K01HJ3;8.97;;;01-Apr-2026
152788;Bank of India Business Cycle Fund - Direct Plan - Dividend;INF761K01GG1;INF761K01GH9;8.33;;;01-Apr-2026
152789;Bank of India Business Cycle Fund - Direct Plan - Growth;INF761K01GF3;;8.33;;;01-Apr-2026
152791;Bank of India Business Cycle Fund - Regular Plan - Dividend;INF761K01GD8;INF761K01GE6;8.18;;;01-Apr-2026
152790;Bank of India Business Cycle Fund - Regular Plan - Growth;INF761K01GC0;;8.18;;;01-Apr-2026
153139;Bank of India Consumption Fund - Direct - Growth;INF761K01GI7;;9.87;;;01-Apr-2026
153142;Bank of India Consumption Fund - Direct - IDCW;INF761K01GJ5;INF761K01GK3;9.87;;;01-Apr-2026
153140;Bank of India Consumption Fund - Regular - Growth;INF761K01GL1;;9.72;;;01-Apr-2026
153141;Bank of India Consumption Fund - Regular - IDCW;INF761K01GM9;INF761K01GN7;9.72;;;01-Apr-2026
119364;BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Growth;INF761K01702;;66.62;;;01-Apr-2026
119365;BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Quarterly IDCW;INF761K01728;INF761K01710;65.48;;;01-Apr-2026
119363;BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Regular IDCW;INF761K01694;INF761K01686;62.85;;;01-Apr-2026
112359;BANK OF INDIA Manufacturing & Infrastructure Fund-Growth;INF761K01199;;56.29;;;01-Apr-2026
112360;BANK OF INDIA Manufacturing & Infrastructure Fund-Quarterly IDCW;INF761K01231;INF761K01223;36.54;;;01-Apr-2026
112361;BANK OF INDIA Manufacturing & Infrastructure Fund-Regular IDCW;INF761K01215;INF761K01207;35.88;;;01-Apr-2026

Canara Robeco Mutual Fund
154250;Canara Robeco Banking and Financials Services Fund - Direct Plan - Growth;INF760K01LN9;;9.8900;;;01-Apr-2026
154251;Canara Robeco Banking and Financials Services Fund - Direct Plan - IDCW;INF760K01LP4;INF760K01LR0;9.8900;;;01-Apr-2026
154248;Canara Robeco Banking and Financials Services Fund - Regular Plan - Growth;INF760K01LM1;;9.8800;;;01-Apr-2026
154249;Canara Robeco Banking and Financials Services Fund - Regular Plan - IDCW;INF760K01LO7;INF760K01LQ2;9.8800;;;01-Apr-2026
118273;CANARA ROBECO CONSUMER TRENDS FUND - DIRECT PLAN - GROWTH OPTION;INF760K01DU1;;109.5900;;;01-Apr-2026
118274;CANARA ROBECO CONSUMER TRENDS FUND - DIRECT PLAN - IDCW (Payout/Reinvestment);INF760K01DS5;INF760K01DT3;74.7800;;;01-Apr-2026
112152;CANARA ROBECO CONSUMER TRENDS FUND - REGULAR PLAN - GROWTH OPTION;INF760K01241;;94.4800;;;01-Apr-2026
112153;CANARA ROBECO CONSUMER TRENDS FUND - REGULAR PLAN - IDCW (Payout/Reinvestment);INF760K01225;INF760K01233;40.5900;;;01-Apr-2026
118267;CANARA ROBECO INFRASTRUCTURE FUND - DIRECT PLAN - GROWTH OPTION;INF760K01FO9;;175.7800;;;01-Apr-2026
118268;CANARA ROBECO INFRASTRUCTURE FUND - DIRECT PLAN - IDCW (Payout/Reinvestment);INF760K01FM3;INF760K01FN1;83.9300;;;01-Apr-2026
103390;CANARA ROBECO INFRASTRUCTURE FUND - REGULAR PLAN - GROWTH OPTION;INF760K01274;;154.9600;;;01-Apr-2026
103389;CANARA ROBECO INFRASTRUCTURE FUND - REGULAR PLAN - IDCW (Payout/Reinvestment);INF760K01258;INF760K01266;59.4800;;;01-Apr-2026
152450;Canara Robeco Manufacturing Fund - Direct Plan - Growth Option;INF760K01KZ5;;11.9400;;;01-Apr-2026
152449;Canara Robeco Manufacturing Fund - Direct Plan - IDWC Option;INF760K01KY8;INF760K01KX0;11.9400;;;01-Apr-2026
152447;Canara Robeco Manufacturing Fund - Regular Plan - Growth Option;INF760K01KU6;;11.6100;;;01-Apr-2026
152448;Canara Robeco Manufacturing Fund -Regular Plan - IDWC Option;INF760K01KW2;INF760K01KV4;11.6000;;;01-Apr-2026

Groww Mutual Fund
152254;Groww Banking & Financial Services Fund - Direct Plan - Growth;INF666M01HS1;;11.2747;;;01-Apr-2026
152274;Groww Banking & Financial Services Fund - Regular - Growth;INF666M01HP7;;10.814;;;01-Apr-2026
152276;Groww Banking & Financial Services Fund - Regular Plan - IDCW;INF666M01HQ5;INF666M01HR3;10.814;;;01-Apr-2026
152273;Groww Banking & Financial Services Fund-IDCW;INF666M01HT9;INF666M01HU7;11.2739;;;01-Apr-2026

Helios Mutual Fund
152679;Helios Financial Services Fund - Direct Plan - Growth Option;INF0R8701202;;10.44;;;01-Apr-2026
152680;Helios Financial Services Fund - Direct Plan - IDCW Option;INF0R8701210;INF0R8701228;10.44;;;01-Apr-2026
152682;Helios Financial Services Fund - Regular Plan - Growth Option;INF0R8701178;;10.15;;;01-Apr-2026
152681;Helios Financial Services Fund - Regular Plan - IDCW Option;INF0R8701186;INF0R8701194;10.15;;;01-Apr-2026

HSBC Mutual Fund
151142;HSBC Business Cycles Fund - Direct Growth;INF917K01RI2;;40.8538;;;01-Apr-2026
151145;HSBC Business Cycles Fund - Direct IDCW;INF917K01RK8;INF917K01RJ0;23.5475;;;01-Apr-2026
151144;HSBC Business Cycles Fund - Regular Growth;INF917K01RF8;;36.8124;;;01-Apr-2026
151143;HSBC Business Cycles Fund - Regular IDCW;INF917K01RH4;INF917K01RG6;21.3347;;;01-Apr-2026
152032;HSBC Consumption Fund - Direct Growth;INF336L01QZ9;;13.186;;;01-Apr-2026
152028;HSBC Consumption Fund - Direct IDCW;INF336L01RA0;INF336L01RB8;13.186;;;01-Apr-2026
152027;HSBC Consumption Fund - Regular Growth;INF336L01RC6;;12.7368;;;01-Apr-2026
152030;HSBC Consumption Fund - Regular IDCW;INF336L01RD4;INF336L01RE2;12.7368;;;01-Apr-2026
153266;HSBC Financial Services Fund - Direct Growth;INF336L01RU8;;11.1208;;;01-Apr-2026
153269;HSBC Financial Services Fund - Direct IDCW;INF336L01RW4;INF336L01RV6;11.1206;;;01-Apr-2026
153267;HSBC Financial Services Fund - Regular Growth;INF336L01RR4;;10.947;;;01-Apr-2026
153268;HSBC Financial Services Fund - Regular IDCW;INF336L01RT0;INF336L01RS2;10.947;;;01-Apr-2026
152829;HSBC India Export Opportunities Fund - Direct Growth;INF336L01RO1;;9.2817;;;01-Apr-2026
152831;HSBC India Export Opportunities Fund - Direct IDCW;INF336L01RP8;INF336L01RQ6;9.2816;;;01-Apr-2026
152830;HSBC India Export Opportunities Fund - Regular Growth;INF336L01RL7;;9.091;;;01-Apr-2026
152832;HSBC India Export Opportunities Fund - Regular IDCW;INF336L01RM5;INF336L01RN3;9.091;;;01-Apr-2026
151040;HSBC Infrastructure Fund - Direct Growth;INF917K01FW8;;49.0124;;;01-Apr-2026
151039;HSBC Infrastructure Fund - Direct IDCW;INF917K01E52;INF917K01FU2;35.1393;;;01-Apr-2026
151037;HSBC Infrastructure Fund - Regular Growth;INF917K01536;;43.2796;;;01-Apr-2026
151038;HSBC Infrastructure Fund - Regular IDCW;INF917K01544;INF917K01551;31.3578;;;01-Apr-2026

Jio BlackRock Mutual Fund
154082;JioBlackRock Sector Rotation Fund - Direct Plan - Growth Option;INF22M001168;;8.9755;;;01-Apr-2026

Kotak Mahindra Mutual Fund
153753;Kotak Active Momentum Fund - Direct Plan - Growth option;INF174KA1XA4;;9.511;;;01-Apr-2026
153754;Kotak Active Momentum Fund - Direct Plan - IDCW - Payout and Reinvestment;INF174KA1XB2;INF174KA1XC0;9.511;;;01-Apr-2026
153755;Kotak Active Momentum Fund - Regular Plan - Growth;INF174KA1XD8;;9.43;;;01-Apr-2026
153756;Kotak Active Momentum Fund - Regular Plan - IDCW - Payout & Reinvestment;INF174KA1XE6;INF174KA1XF3;9.43;;;01-Apr-2026
151384;Kotak Banking & Financial Services Fund - Direct Plan - Growth;INF174KA1MD1;;15.036;;;01-Apr-2026
151383;Kotak Banking & Financial Services Fund - Direct Plan - IDCW Payout;INF174KA1ME9;INF174KA1MF6;15.034;;;01-Apr-2026
151381;Kotak Banking & Financial Services Fund - Regular Plan - Growth;INF174KA1MA7;;14.328;;;01-Apr-2026
151382;Kotak Banking & Financial Services Fund - Regular Plan - IDCW Payout;INF174KA1MB5;INF174KA1MC3;14.328;;;01-Apr-2026
150624;Kotak Business Cycle - Direct Plan - Growth;INF174KA1JN6;;15.455;;;01-Apr-2026
150625;Kotak Business Cycle Fund-Direct Plan-IDCW option;INF174KA1JO4;INF174KA1JP1;14.365;;;01-Apr-2026
150626;Kotak Business Cycle Fund-Regular Plan--Growth;INF174KA1JK2;;14.654;;;01-Apr-2026
150622;Kotak Business Cycle Fund-Regular Plan-IDCW option;INF174KA1JL0;INF174KA1JM8;13.621;;;01-Apr-2026
152169;Kotak Consumption Fund - Direct plan - Growth Option;INF174KA1PP8;;12.836;;;01-Apr-2026
152172;Kotak Consumption Fund - Direct plan - IDCW Option;INF174KA1PQ6;INF174KA1PR4;12.834;;;01-Apr-2026
152170;Kotak Consumption Fund - Regular plan - Growth Option;INF174KA1PM5;;12.358;;;01-Apr-2026
152171;Kotak Consumption Fund - Regular plan - IDCW Option;INF174KA1PN3;INF174KA1PO1;12.356;;;01-Apr-2026
153447;Kotak Energy Opportunities Fund-Direct-Growth;INF174KA1VX0;;9.896;;;01-Apr-2026
153448;Kotak Energy Opportunities Fund-Direct-IDCW-Payout & Reinvestment;INF174KA1VY8;INF174KA1VZ5;9.896;;;01-Apr-2026
153449;Kotak Energy Opportunities Fund-Regular-Growth;INF174KA1WA6;;9.757;;;01-Apr-2026
153450;Kotak Energy Opportunities Fund-Regular-IDCW-Payout & Reinvestment;INF174KA1WB4;INF174KA1WC2;9.757;;;01-Apr-2026
148606;Kotak ESG Exclusionary Strategy Fund - Direct Plan - Growth Option;INF174KA1FI4;;16.924;;;01-Apr-2026
148605;Kotak ESG Exclusionary Strategy Fund - Direct Plan - Payout of Income Distribution cum capital withdrawal option;INF174KA1FH6;INF174KA1FJ2;16.925;;;01-Apr-2026
148602;Kotak ESG Exclusionary Strategy Fund - Regular Plan - Growth Option;INF174KA1FF0;;15.55;;;01-Apr-2026
148603;Kotak ESG Exclusionary Strategy Fund - Regular Plan - Payout of Income Distribution cum capital withdrawal option;INF174KA1FE3;INF174KA1FG8;15.549;;;01-Apr-2026
152214;Kotak Healthcare Fund - Direct Plan - Growth Option;INF174KA1PZ7;;13.59;;;01-Apr-2026
152215;Kotak Healthcare Fund - Direct Plan - IDCW Option;INF174KA1QA8;INF174KA1QB6;13.589;;;01-Apr-2026
152216;Kotak Healthcare Fund - Regular Plan - Growth Option;INF174KA1PW4;;13.085;;;01-Apr-2026
152213;Kotak Healthcare Fund - Regular Plan - IDCW Option;INF174KA1PX2;INF174KA1PY0;13.089;;;01-Apr-2026
133796;Kotak Infrastructure & Economic Reform Fund - Standard Plan-Growth;INF178L01095;;59.854;;;01-Apr-2026
133799;Kotak Infrastructure & Economic Reform Fund - Standard Plan-Payout of Income Distribution cum capital withdrawal option;INF178L01079;INF178L01087;47.869;;;01-Apr-2026
133801;Kotak Infrastructure & Economic Reform Fund- Direct Plan- Growth Option;INF178L01AL9;;71.296;;;01-Apr-2026
133800;Kotak Infrastructure & Economic Reform Fund- Direct Plan- Payout of Income Distribution cum capital withdrawal option;INF178L01AK1;INF178L01AJ3;70.48;;;01-Apr-2026
149841;Kotak Manufacture in India Fund - Direct Plan Growth;INF174KA1IF4;;19.732;;;01-Apr-2026
149842;Kotak Manufacture in India Fund - Direct Plan IDCW Option;INF174KA1IG2;INF174KA1IH0;19.732;;;01-Apr-2026
149840;Kotak Manufacture in India Fund - Regular Plan Growth;INF174KA1IC1;;18.507;;;01-Apr-2026
149843;Kotak Manufacture in India Fund - Regular Plan IDCW Option;INF174KA1ID9;INF174KA1IE7;18.507;;;01-Apr-2026
152910;Kotak MNC Fund-Direct Plan-Growth;INF174KA1TG9;;10.366;;;01-Apr-2026
152911;Kotak MNC Fund-Direct Plan-IDCW Option;INF174KA1TH7;INF174KA1TI5;10.367;;;01-Apr-2026
152913;Kotak MNC Fund-Regular Plan- Growth;INF174KA1TJ3;;10.155;;;01-Apr-2026
152912;KotaK MNC Fund-Regular Plan-IDCW OPTION;INF174KA1TK1;INF174KA1TL9;10.155;;;01-Apr-2026
151881;Kotak Quant Fund - Direct Plan - Growth Option;INF174KA1OL0;;13.861;;;01-Apr-2026
151880;Kotak Quant Fund - Direct plan - IDCW Payout;INF174KA1OM8;INF174KA1ON6;13.861;;;01-Apr-2026
151878;Kotak Quant Fund - Regular Plan - Growth Option;INF174KA1OI6;;13.727;;;01-Apr-2026
151879;Kotak Quant Fund - Regular Plan - IDCW Payout;INF174KA1OJ4;INF174KA1OK2;13.622;;;01-Apr-2026
153970;Kotak Rural Opportunities Fund - Direct Plan - Growth;INF174KA1XW8;;9.243;;;01-Apr-2026
153967;Kotak Rural Opportunities Fund - Direct Plan - IDCW Divdend - Payouout & Reinvestment;INF174KA1XX6;INF174KA1XY4;9.243;;;01-Apr-2026
153969;Kotak Rural Opportunities Fund - Regular Plan - Growth;INF174KA1XZ1;;9.194;;;01-Apr-2026
153968;Kotak Rural Opportunities Fund - Regular Plan - IDCW Dividend - Payout & Reinvestment;INF174KA1YA2;INF174KA1YB0;9.194;;;01-Apr-2026
154149;Kotak Services Fund - Direct - Growth;INF174KA1YV8;;9.688;;;01-Apr-2026
154150;Kotak Services Fund - Direct - IDCW;INF174KA1YW6;INF174KA1YX4;9.688;;;01-Apr-2026
154151;Kotak Services Fund - Regular - Growth;INF174KA1YY2;;9.674;;;01-Apr-2026
154152;Kotak Services Fund - Regular - IDCW;INF174KA1YZ9;INF174KA1ZA9;9.674;;;01-Apr-2026
152702;Kotak Special Opportunities Fund - Direct Plan - Growth Option;INF174KA1SF3;;9.054;;;01-Apr-2026
152704;Kotak Special Opportunities Fund - Direct Plan - IDCW Payout Option;INF174KA1SG1;;9.055;;;01-Apr-2026
152703;Kotak Special Opportunities Fund - Regular Plan - Growth Option;INF174KA1SC0;;8.836;;;01-Apr-2026
152700;Kotak Special Opportunities Fund - Regular Plan - IDCW Option;INF174KA1SD8;INF174KA1SE6;8.836;;;01-Apr-2026
153117;Kotak Transportation & Logistics Fund-Direct -IDCW-PAYOUT & REINVESTMENT;INF174KA1TT2;INF174KA1TU0;10.281;;;01-Apr-2026
153118;Kotak Transportation & Logistics Fund-Direct Growth;INF174KA1TS4;;10.281;;;01-Apr-2026
153116;Kotak Transportation & Logistics Fund-Regular-Growth;INF174KA1TV8;;10.074;;;01-Apr-2026
153119;Kotak Transportation & Logistics Fund-Regular-IDCW Payout & Reinvestment;INF174KA1TW6;INF174KA1TX4;10.074;;;01-Apr-2026

Mahindra Manulife Mutual Fund
152045;Mahindra Manulife Business Cycle Fund - Direct Plan - Growth;INF174V01BQ4;;14.8002;;;01-Apr-2026
152048;Mahindra Manulife Business Cycle Fund - Direct Plan - IDCW;INF174V01BR2;INF174V01BS0;12.7115;;;01-Apr-2026
152047;Mahindra Manulife Business Cycle Fund - Regular Plan - IDCW;INF174V01BO9;INF174V01BP6;12.0980;;;01-Apr-2026
152046;Mahindra Manulife Business Cycle Fund-  Regular Plan - Growth;INF174V01BN1;;14.1662;;;01-Apr-2026
145357;Mahindra Manulife Consumption Fund - Direct Plan - IDCW;INF174V01689;INF174V01671;15.7875;;;01-Apr-2026
145356;Mahindra Manulife Consumption Fund - Direct Plan -Growth;INF174V01663;;22.2940;;;01-Apr-2026
145358;Mahindra Manulife Consumption Fund - Regular Plan - IDCW;INF174V01655;INF174V01648;13.3756;;;01-Apr-2026
145355;Mahindra Manulife Consumption Fund- Regular Plan - Growth;INF174V01630;;19.6529;;;01-Apr-2026
154121;Mahindra Manulife Innovation Opportunities Fund - Direct - Growth;INF174V01DA4;;9.4178;;;01-Apr-2026
154122;Mahindra Manulife Innovation Opportunities Fund - Direct - IDCW;INF174V01DC0;INF174V01DB2;9.4178;;;01-Apr-2026
154120;Mahindra Manulife Innovation Opportunities Fund - Regular - Growth;INF174V01CX8;;9.3865;;;01-Apr-2026
154119;Mahindra Manulife Innovation Opportunities Fund - Regular - IDCW;INF174V01CZ3;INF174V01CY6;9.3865;;;01-Apr-2026
152672;Mahindra Manulife Manufacturing Fund - Direct Plan - Growth;INF174V01CC2;;9.4533;;;01-Apr-2026
152670;Mahindra Manulife Manufacturing Fund - Direct Plan - IDCW;INF174V01CD0;INF174V01CE8;9.4533;;;01-Apr-2026
152671;Mahindra Manulife Manufacturing Fund - Regular Plan - Growth;INF174V01BZ5;;9.1912;;;01-Apr-2026
152669;Mahindra Manulife Manufacturing Fund - Regular Plan - IDCW;INF174V01CA6;INF174V01CB4;9.1912;;;01-Apr-2026
153674;Mahindra Manulife Banking & Financial Services Fund - Direct - Growth;INF174V01CO7;;9.6135;;;01-Apr-2026
153672;Mahindra Manulife Banking & Financial Services Fund - Direct - IDCW;INF174V01CQ2;INF174V01CP4;9.6135;;;01-Apr-2026
153675;Mahindra Manulife Banking & Financial Services Fund - Regular - Growth;INF174V01CL3;;9.4911;;;01-Apr-2026
153673;Mahindra Manulife Banking & Financial Services Fund - Regular - IDCW;INF174V01CN9;INF174V01CM1;9.4911;;;01-Apr-2026

Nippon India Mutual Fund
153276;Nippon India Active Momentum Fund - Regular Plan- Growth Option;INF204KC1EH1;;11.0013;;;01-Apr-2026
153277;Nippon India Active Momentum Fund- Direct Plan IDCW Option;INF204KC1EL3;INF204KC1EM1;11.1182;;;01-Apr-2026
153278;Nippon India Active Momentum Fund- Regular Plan- IDCW Option;INF204KC1EI9;INF204KC1EJ7;11.0013;;;01-Apr-2026
153274;Nippon India Active Momentum Fund-Direct Plan - Growth Option;INF204KC1EK5;;11.1183;;;01-Apr-2026
118588;Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Bonus Option;INF204K01D22;;631.4217;;;01-Apr-2026
118589;Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option;INF204K01XO1;;631.4217;;;01-Apr-2026
101864;Nippon India Banking & Financial Services Fund - IDCW Option;INF204K01893;INF204K01901;35.3784;;;01-Apr-2026
118591;Nippon India Banking & Financial Services Fund- DIRECT Plan - IDCW Option;INF204K01XM5;INF204K01XN3;91.7097;;;01-Apr-2026
101863;Nippon India Banking & Financial Services Fund-Growth Plan-Bonus Option;INF204K01919;;574.3279;;;01-Apr-2026
101862;Nippon India Banking & Financial Services Fund-Growth Plan-Growth Option;INF204K01927;;574.3279;;;01-Apr-2026
118725;NIPPON INDIA CONSUMPTION FUND - DIRECT Plan - IDCW Option;INF204K01G37;INF204K01G45;46.9373;;;01-Apr-2026
118722;Nippon India Consumption Fund - Direct Plan Growth Plan - Bonus;INF204K01G29;;191.6322;;;01-Apr-2026
118724;Nippon India Consumption Fund - Direct Plan Growth Plan - Growth Option;INF204K01G52;;191.6322;;;01-Apr-2026
102753;NIPPON INDIA CONSUMPTION FUND - IDCW Option;INF204K01AN1;INF204K01AO9;11.6753;;;01-Apr-2026
102752;Nippon India Consumption Fund-Growth Plan-Bonus Option;INF204K01AP6;;168.9438;;;01-Apr-2026
102751;Nippon India Consumption Fund-Growth Plan-Growth Option;INF204K01AQ4;;168.9438;;;01-Apr-2026
152033;Nippon India Innovation Fund-Direct Plan-Growth Option;INF204KC1BO3;;12.9734;;;01-Apr-2026
152035;Nippon India Innovation Fund-Direct Plan-IDCW Option;INF204KC1BP0;INF204KC1BQ8;12.9734;;;01-Apr-2026
152034;Nippon India Innovation Fund-Regular Plan-Growth Option;INF204KC1BL9;;12.5353;;;01-Apr-2026
152036;Nippon India Innovation Fund-Regular Plan-IDCW Option;INF204KC1BM7;INF204KC1BN5;12.5353;;;01-Apr-2026
130864;NIPPON INDIA - JAPAN EQUITY FUND - DIRECT Plan - IDCW Option;INF204KA1SM3;;28.0451;;;01-Apr-2026
130859;NIPPON INDIA - JAPAN EQUITY FUND - IDCW Option;INF204KA1SL5;;24.9108;;;01-Apr-2026
130861;Nippon India Japan Equity Fund- Direct Plan- Growth Plan- Bonus Option;INF204KA1SK7;;28.0451;;;01-Apr-2026
130860;Nippon India Japan Equity Fund- Direct Plan- Growth Plan- Growth Option;INF204KA1SI1;;28.0451;;;01-Apr-2026
